,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1181,120,RM,64.0,5587.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008.0,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652.0,0.0,0,1652.0,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482.0,TA,TA,Y,162.0,53.0,0,153,0,0,Missing,Missing,0,11,2008,New,Partial,392500
1149,70,RM,50.0,9000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920.0,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0,26.0,650.0,GasA,Ex,Y,SBrkr,832.0,650.0,0,1482.0,0,1,1,0,3,1,TA,7,Typ,0,Missing,Detchd,1930.0,Unf,2,324.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,143000
912,30,RM,51.0,6120.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489.0,Unf,0,279.0,768.0,GasA,TA,N,SBrkr,1015.0,0.0,0,1015.0,0,0,1,0,3,1,TA,6,Min1,0,Missing,Detchd,1925.0,Unf,1,450.0,TA,TA,Y,0.0,0.0,112,0,120,0,MnPrv,Shed,620,7,2006,WD,Abnorml,88000
491,50,RL,79.0,9490.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Rec,165,238.0,806.0,GasA,TA,Y,FuseA,958.0,620.0,0,1578.0,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,32,0,0,0,MnPrv,Missing,0,8,2006,WD,Normal,133000
73,20,RL,85.0,10200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954.0,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362,404.0,1086.0,GasA,Gd,Y,SBrkr,1086.0,0.0,0,1086.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1989.0,Unf,2,490.0,TA,TA,Y,0.0,0.0,0,0,0,0,GdWo,Missing,0,5,2010,WD,Normal,144900
1219,160,RM,21.0,1680.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971.0,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,672.0,672.0,GasA,TA,Y,SBrkr,672.0,546.0,0,1218.0,0,0,1,1,3,1,TA,7,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,201.0,0.0,0,0,0,0,Missing,Missing,0,4,2006,WD,Abnorml,91500
587,85,RL,74.0,8740.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982.0,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672.0,Unf,0,168.0,840.0,GasA,TA,Y,SBrkr,860.0,0.0,0,860.0,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1996.0,Unf,2,528.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,137000
750,50,RM,55.0,8800.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910.0,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,576.0,576.0,GasA,Gd,Y,SBrkr,792.0,348.0,0,1140.0,0,0,1,0,3,1,TA,7,Min2,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,160.0,0,0,0,0,Missing,Missing,0,6,2010,WD,Normal,96500
657,70,RL,60.0,7200.0,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931.0,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0,776.0,776.0,GasA,TA,Y,SBrkr,851.0,651.0,0,1502.0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1,270.0,TA,TA,P,0.0,0.0,112,0,0,0,MnPrv,Missing,0,2,2008,WD,Normal,149000
842,80,RL,82.0,9020.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966.0,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,539,276.0,1127.0,GasA,TA,Y,SBrkr,1165.0,0.0,0,1165.0,1,0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,1966.0,RFn,2,490.0,Gd,Gd,Y,0.0,129.0,0,0,0,0,GdPrv,Missing,0,5,2008,WD,Normal,174900
234,60,RL,70.0,7851.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002.0,2002,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,0,235.0,860.0,GasA,Ex,Y,SBrkr,860.0,1100.0,0,1960.0,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2,440.0,TA,TA,Y,288.0,48.0,0,0,0,0,Missing,Missing,0,5,2010,WD,Normal,216500
732,60,RL,75.0,11404.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998.0,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252.0,Unf,0,901.0,1153.0,GasA,Ex,Y,SBrkr,1153.0,878.0,0,2031.0,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541.0,TA,TA,Y,192.0,84.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,222500
214,60,RL,70.0,10900.0,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977.0,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378.0,Unf,0,311.0,689.0,GasA,Ex,Y,SBrkr,689.0,703.0,0,1392.0,0,0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,1977.0,Fin,1,299.0,TA,TA,Y,0.0,36.0,0,0,0,0,MnPrv,Shed,450,3,2010,WD,Normal,161750
162,20,RL,95.0,12182.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.0,Unf,0,340.0,1541.0,GasA,Ex,Y,SBrkr,1541.0,0.0,0,1541.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2,532.0,TA,TA,Y,0.0,70.0,0,0,0,0,Missing,Missing,0,5,2010,New,Partial,220000
132,20,RL,75.0,7388.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959.0,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405.0,Unf,0,658.0,1063.0,GasA,Gd,Y,SBrkr,1327.0,0.0,0,1327.0,1,0,1,0,3,1,Gd,7,Typ,0,Missing,Detchd,1974.0,Unf,2,624.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2007,WD,Normal,150750
1098,50,RM,50.0,6000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0,0.0,672.0,GasA,TA,Y,SBrkr,757.0,567.0,0,1324.0,0,0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,1936.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,128000
222,60,RL,85.0,11475.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975.0,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0,163.0,713.0,GasA,TA,Y,SBrkr,811.0,741.0,0,1552.0,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434.0,TA,TA,Y,209.0,208.0,0,0,0,0,MnPrv,Missing,0,2,2006,WD,Normal,179900
1312,60,RL,70.0,9572.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990.0,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0,971.0,1453.0,GasA,Ex,Y,SBrkr,1453.0,1357.0,0,2810.0,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750.0,Gd,Gd,Y,500.0,0.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,302000
185,75,RM,90.0,22950.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892.0,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518.0,1518.0,572,3608.0,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3,840.0,Ex,TA,Y,0.0,260.0,0,0,410,0,GdPrv,Missing,0,6,2006,WD,Normal,475000
41,20,RL,115.0,16905.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959.0,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,0,383.0,1350.0,GasA,Gd,Y,SBrkr,1328.0,0.0,0,1328.0,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308.0,TA,TA,P,0.0,104.0,0,0,0,0,Missing,Missing,0,7,2007,WD,Normal,170000
692,60,RL,42.0,23830.5,Pave,Grvl,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989.0,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965.0,Unf,0,245.0,1210.0,GasA,Ex,Y,SBrkr,1238.0,1281.0,0,2519.0,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,628.0,TA,TA,Y,320.0,27.0,0,0,0,0,Missing,Missing,0,4,2006,WD,Normal,335000
108,50,RM,85.0,8500.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919.0,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,793.0,793.0,GasW,TA,N,FuseF,997.0,520.0,0,1517.0,0,0,2,0,3,1,Fa,7,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,0.0,144,0,0,0,Missing,Missing,0,8,2007,WD,Normal,115000
38,20,RL,68.0,7922.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731.0,Unf,0,326.0,1057.0,GasA,TA,Y,SBrkr,1057.0,0.0,0,1057.0,1,0,1,0,3,1,Gd,5,Typ,0,Missing,Detchd,1953.0,Unf,1,246.0,TA,TA,Y,0.0,52.0,0,0,0,0,Missing,Missing,0,1,2010,WD,Abnorml,109000
568,50,RL,79.0,12327.0,Pave,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983.0,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0,55.0,1496.0,GasA,Ex,Y,SBrkr,1496.0,636.0,0,2132.0,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983.0,Fin,2,612.0,Gd,TA,Y,349.0,40.0,0,0,0,0,Missing,Missing,0,9,2009,WD,Normal,316600
947,20,RL,85.0,14536.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002.0,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0,316.0,1616.0,GasA,Ex,Y,SBrkr,1629.0,0.0,0,1629.0,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,808.0,TA,TA,Y,0.0,252.0,0,0,0,0,Missing,Missing,0,11,2007,WD,Normal,270000
1233,20,RL,70.0,12160.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959.0,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000.0,Unf,0,188.0,1188.0,GasA,Fa,Y,SBrkr,1188.0,0.0,0,1188.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1959.0,RFn,2,531.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,5,2010,COD,Abnorml,142000
1403,20,RL,49.0,15256.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,929.0,Unf,0,556.0,1485.0,GasA,Ex,Y,SBrkr,1464.0,0.0,0,1464.0,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,2007.0,Unf,3,754.0,TA,TA,Y,168.0,160.0,0,0,0,0,Missing,Missing,0,8,2007,WD,Normal,282922
483,120,RM,32.0,4500.0,Pave,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998.0,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,Unf,0,319.0,1216.0,GasA,Ex,Y,SBrkr,1216.0,0.0,0,1216.0,1,0,2,0,2,1,TA,5,Typ,0,Missing,Attchd,1998.0,Unf,2,402.0,TA,TA,Y,0.0,125.0,0,0,0,0,Missing,Missing,0,5,2006,WD,Normal,164000
468,20,RL,98.0,11428.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1626.0,1626.0,GasA,Ex,Y,SBrkr,1634.0,0.0,0,1634.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866.0,TA,TA,Y,0.0,44.0,0,0,0,0,Missing,Missing,0,5,2007,WD,Normal,250000
890,50,RL,60.0,8064.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949.0,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0,672.0,672.0,GasA,Ex,Y,SBrkr,672.0,252.0,0,924.0,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD,Normal,122900
24,20,RL,70.0,8246.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968.0,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668,204.0,1060.0,GasA,Ex,Y,SBrkr,1060.0,0.0,0,1060.0,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270.0,TA,TA,Y,406.0,90.0,0,0,0,0,MnPrv,Missing,0,5,2010,WD,Normal,154000
962,160,RL,24.0,2308.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976.0,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,556.0,Unf,0,248.0,804.0,GasA,TA,Y,SBrkr,804.0,744.0,0,1548.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1976.0,Unf,2,440.0,TA,TA,Y,48.0,0.0,0,0,0,0,Missing,Missing,0,7,2007,WD,Normal,155000
1100,30,RL,60.0,8400.0,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0,0.0,290.0,GasA,TA,N,FuseF,438.0,0.0,0,438.0,0,0,1,0,1,1,Fa,3,Typ,0,Missing,Detchd,1930.0,Unf,1,246.0,TA,TA,N,0.0,0.0,0,0,0,0,Missing,Missing,0,1,2009,WD,Normal,60000
68,30,RM,47.0,4608.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,747.0,747.0,GasA,TA,Y,SBrkr,747.0,0.0,0,747.0,0,0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,1945.0,Unf,1,220.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2010,WD,Normal,80000
884,20,RL,65.0,7150.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967.0,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,0,460.0,892.0,GasA,TA,Y,SBrkr,892.0,0.0,0,892.0,0,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1967.0,RFn,1,288.0,TA,TA,Y,0.0,0.0,0,0,0,0,GdWo,Missing,0,7,2009,WD,Normal,100000
1231,90,RL,70.0,7728.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962.0,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0,303.0,1106.0,GasA,TA,Y,SBrkr,1190.0,0.0,0,1190.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1962.0,Unf,2,540.0,TA,TA,Y,0.0,18.0,0,0,0,0,GdWo,Missing,0,5,2006,WD,Normal,132500
366,20,RL,70.0,9500.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963.0,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0,785.0,1394.0,GasA,Gd,Y,SBrkr,1394.0,0.0,0,1394.0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,RFn,2,514.0,TA,TA,Y,0.0,76.0,0,0,185,0,Missing,Missing,0,7,2009,WD,Normal,159000
505,90,RM,60.0,7596.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952.0,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,960.0,960.0,GasA,Gd,Y,SBrkr,960.0,1000.0,0,1960.0,0,0,2,0,4,2,TA,10,Typ,0,Missing,Detchd,1952.0,Unf,2,400.0,TA,TA,N,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,COD,Normal,124500
850,120,RM,36.0,4435.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0,189.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848.0,1,0,1,0,1,1,Gd,3,Typ,0,Missing,Attchd,2003.0,Fin,2,420.0,TA,TA,Y,140.0,0.0,0,0,0,0,Missing,Missing,0,11,2007,WD,Normal,131500
1281,20,RL,50.0,8049.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990.0,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0,256.0,1309.0,GasA,TA,Y,SBrkr,1339.0,0.0,0,1339.0,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484.0,Gd,Gd,Y,0.0,58.0,0,0,90,0,Missing,Missing,0,7,2006,WD,Normal,180000
383,45,RH,60.0,9000.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0,784.0,784.0,GasA,TA,N,FuseA,784.0,0.0,0,784.0,0,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1950.0,Unf,2,360.0,Fa,Fa,N,0.0,0.0,91,0,0,0,Missing,Missing,0,10,2009,WD,Normal,76000
734,20,RL,70.0,8978.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968.0,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,948.0,948.0,GasA,TA,Y,SBrkr,948.0,0.0,0,948.0,0,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1968.0,Unf,1,300.0,TA,TA,Y,147.0,0.0,0,0,0,0,Missing,Missing,0,5,2007,WD,Family,108000
717,20,RL,80.0,10000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973.0,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084.0,Unf,0,92.0,1176.0,GasA,Gd,Y,SBrkr,1178.0,0.0,0,1178.0,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439.0,TA,TA,Y,224.0,0.0,0,0,0,0,MnPrv,Missing,0,11,2008,WD,Normal,157000
1300,60,RL,70.0,10762.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0,284.0,978.0,GasA,Ex,Y,SBrkr,1005.0,978.0,0,1983.0,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,5,2009,WD,Normal,225000
454,90,RL,63.0,9297.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976.0,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606.0,Unf,0,122.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0,1728.0,2,0,2,0,4,2,TA,8,Typ,0,Missing,Detchd,1976.0,Unf,2,560.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2006,WD,Family,188000
264,30,RM,30.0,5232.0,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925.0,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0,680.0,680.0,GasA,Gd,N,FuseP,764.0,0.0,0,764.0,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1965.0,Unf,2,504.0,TA,TA,N,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2008,WD,Normal,73000
