,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
850,120,1,2.449489742783178,8.160624976066478,0,1,2,0,6,3,1,3,5,1.5650878569588351,1.4953594885511643,2003.0,2003,2,0,5,2,170.0,2,4,5,3,3,3,6,659.0,5,0,3.70778909864086,5.396332087631374,5,4,1,2,0.0,0,5.396332087631374,1,0,1,0,1,1,2,6,0,5,2003.0,3,2,3,2,140.0,0.0,0,0,0,0,4,2,0,1.8211534806270449,2007,5,3,131500
1281,20,3,2.6591540008055192,9.47186359699083,1,1,4,0,3,3,1,4,5,1.6265915283192642,1.4953594885511643,1990.0,1990,4,0,2,2,54.0,1,4,2,3,3,1,4,1053.0,5,0,4.0,6.0149896093010815,5,2,1,2,0.0,0,6.049156966057336,1,0,2,0,2,1,1,6,1,5,1990.0,3,2,4,2,0.0,58.0,0,0,90,0,4,2,0,1.6265915283192642,2006,5,3,180000
383,45,2,2.7831636674834628,9.740035934225297,0,1,0,0,3,3,1,4,0,1.5650878569588351,1.3160927019021114,1928.0,1950,2,0,0,1,0.0,1,4,1,1,2,1,5,0.0,5,0,5.291502622129181,5.291502622129181,5,2,0,1,0.0,0,5.291502622129181,0,0,1,0,2,1,1,6,0,2,1950.0,1,2,1,0,0.0,0.0,91,0,0,0,4,2,0,1.7782856913330884,2009,5,3,76000
734,20,3,2.8925075626521703,9.734079309313234,1,1,0,0,3,3,1,4,5,1.4953594885511643,1.4953594885511643,1968.0,1968,2,0,3,1,0.0,1,4,5,2,3,1,5,0.0,5,0,5.548837716134794,5.548837716134794,5,2,1,2,0.0,0,5.548837716134794,0,0,1,0,3,1,1,6,0,5,1968.0,1,1,3,2,147.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,2,108000
717,20,3,2.990702258667686,10.0,0,1,2,0,4,3,1,4,5,1.4953594885511643,1.5650878569588351,1973.0,2000,2,0,2,1,0.0,1,4,2,3,3,1,1,1084.0,5,0,3.097046980592965,5.856014002715499,5,3,1,2,0.0,0,5.858498101049451,0,1,1,1,3,1,2,6,1,5,1973.0,1,2,3,2,224.0,0.0,0,0,0,0,2,2,0,1.8211534806270449,2008,5,3,157000
1300,60,3,2.8925075626521703,10.185288410251326,1,1,4,0,5,3,1,4,6,1.6265915283192642,1.4953594885511643,1999.0,1999,2,0,5,1,344.0,2,4,5,3,3,1,6,694.0,5,0,4.105155295479088,5.592226747906419,5,4,1,2,978.0,0,6.6731476830653165,0,0,2,1,3,1,2,6,1,5,1999.0,3,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2009,5,3,225000
454,90,3,2.817321422912196,9.819419534779028,0,1,2,0,3,3,1,1,5,1.4953594885511643,1.4953594885511643,1976.0,1976,2,0,3,1,0.0,1,4,2,2,3,1,4,1606.0,5,0,3.3234620503324543,6.447418087886034,5,2,1,2,0.0,0,6.447418087886034,2,0,2,0,4,2,1,6,0,2,1976.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2006,5,2,188000
264,30,1,2.3403418553707063,8.504857435607017,2,0,2,0,1,0,1,4,5,1.4953594885511643,1.4953594885511643,1925.0,2004,2,0,0,1,0.0,1,4,1,1,3,1,5,0.0,5,0,5.106544820130338,5.106544820130338,5,3,0,0,0.0,0,5.257423323263972,0,0,1,0,2,1,1,6,0,2,1965.0,1,2,3,0,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2008,5,3,73000
75,180,1,2.140700819825134,6.320601237224192,0,1,2,0,3,3,1,2,4,1.4142135623730951,1.4953594885511643,1973.0,1973,2,0,4,1,0.0,1,4,2,3,3,4,6,462.0,5,0,0.0,4.636183775477413,5,2,1,2,462.0,0,5.606469477309227,1,0,1,0,2,1,1,6,0,6,1973.0,1,1,3,2,120.0,101.0,0,0,0,0,1,2,0,1.8211534806270449,2009,5,3,91000
914,160,4,2.3403418553707063,7.400831034417688,0,1,2,0,7,3,1,3,6,1.5650878569588351,1.4953594885511643,2009.0,2009,2,0,5,4,76.0,2,4,5,3,3,3,6,294.0,5,0,4.222866325139833,4.973791310459256,5,4,1,2,612.0,0,5.914871089043277,0,0,2,1,2,1,2,6,0,2,2009.0,2,2,3,2,0.0,234.0,0,0,0,0,4,2,0,1.5650878569588351,2009,7,5,173733
232,160,1,2.140700819825134,6.402171506606178,0,1,2,0,3,3,1,2,6,1.5650878569588351,1.4953594885511643,1972.0,1972,2,0,2,2,297.0,1,4,2,2,3,1,5,0.0,5,0,4.687995307164886,4.687995307164886,5,2,1,2,504.0,0,5.605051293253256,0,0,1,1,2,1,1,6,1,5,1972.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2006,5,3,94500
444,60,3,2.8925075626521703,9.671680309025934,0,1,2,0,6,3,1,4,6,1.6265915283192642,1.4953594885511643,1994.0,1995,2,0,5,1,0.0,2,3,5,3,3,1,6,642.0,5,0,4.064812418796223,5.499909090157764,5,4,1,2,975.0,0,6.609137613940264,1,0,2,1,4,1,2,6,1,5,1994.0,1,2,3,2,144.0,133.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,210000
395,20,3,2.8716197519866733,9.890980740047977,0,1,2,0,0,3,1,4,5,1.4953594885511643,1.5650878569588351,1956.0,1956,2,0,0,1,0.0,1,4,2,2,3,3,1,739.0,5,0,4.486045028753055,5.815763062573991,5,2,1,2,0.0,0,5.815763062573991,1,0,1,0,3,1,1,6,0,5,1956.0,1,1,3,2,44.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2010,5,3,129000
611,80,3,2.8925075626521703,10.097321426992409,1,1,1,0,4,3,1,4,4,1.5650878569588351,1.5650878569588351,1978.0,1978,2,0,2,2,233.0,1,4,2,3,3,3,4,605.0,5,0,4.5457672619701945,5.667874381106201,5,2,1,2,0.0,0,5.667874381106201,0,1,2,0,3,1,1,6,1,5,1978.0,1,2,3,2,0.0,0.0,0,0,0,0,2,1,500,1.6265915283192642,2007,5,3,148000
176,60,3,3.138295715830489,10.007242377398482,1,1,0,0,3,3,1,4,6,1.5650878569588351,1.4953594885511643,1988.0,1989,2,0,3,2,268.0,2,4,5,3,3,1,6,831.0,5,0,4.22947987345962,5.824637327765568,5,2,1,2,896.0,0,6.7370023007269335,0,1,2,1,4,1,1,6,1,5,1988.0,1,2,3,2,0.0,228.0,0,0,192,0,4,2,0,1.7320508075688772,2007,5,3,211000
18,20,3,2.8502631457463714,10.817837122086836,0,1,2,0,3,1,1,4,5,1.4953594885511643,1.4953594885511643,2004.0,2004,2,0,5,1,0.0,1,4,5,2,3,1,6,646.0,5,0,4.651161145348546,5.777248480029226,5,4,1,2,0.0,0,5.777248480029226,1,0,1,1,3,1,2,6,0,2,2004.0,1,2,3,2,0.0,102.0,0,0,0,0,4,2,0,1.5650878569588351,2008,5,3,159000
1277,80,3,2.8925075626521703,11.56211485845042,1,1,4,0,4,3,1,4,4,1.5650878569588351,1.4953594885511643,1967.0,1976,2,0,2,2,359.0,1,4,2,3,3,3,4,528.0,5,0,5.8258990722462745,6.402171506606178,5,1,1,2,0.0,0,6.443686832862069,1,0,1,1,3,1,1,6,1,5,1967.0,2,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,3,197900
1029,160,1,2.140700819825134,6.402171506606178,0,1,2,0,3,3,1,2,6,1.5650878569588351,1.6265915283192642,1972.0,1972,2,0,2,2,281.0,1,4,2,2,3,1,1,317.0,5,0,4.340668151333387,5.0914634438440185,5,3,1,2,546.0,0,5.907613731448596,0,1,1,1,3,1,1,6,0,2,1972.0,1,1,3,2,0.0,28.0,0,0,0,0,4,2,0,1.4953594885511643,2006,5,3,118000
341,20,2,2.7831636674834628,9.573478991463864,0,1,2,0,3,2,1,4,5,1.4142135623730951,1.4142135623730951,1950.0,1950,2,0,0,1,0.0,0,1,2,2,2,1,5,0.0,5,0,5.181833652289505,5.181833652289505,5,3,1,2,0.0,0,5.385164807134505,0,0,1,0,2,1,1,6,0,1,1950.0,1,1,3,0,250.0,0.0,24,0,0,0,4,2,0,1.7320508075688772,2009,5,3,82000
1097,120,3,2.8925075626521703,7.797095613111331,0,1,2,0,3,3,1,3,5,1.6817847662528045,1.4953594885511643,1986.0,1986,2,0,2,1,0.0,2,4,2,3,3,1,5,0.0,5,0,5.724674663245065,5.724674663245065,5,4,1,2,0.0,0,5.743239503973347,0,0,1,1,2,1,2,6,0,5,1987.0,2,2,3,2,0.0,74.0,137,0,0,0,4,2,0,1.7782856913330884,2007,5,3,170000
879,20,3,2.8925075626521703,9.146912047243047,1,1,4,0,6,3,1,4,5,1.4953594885511643,1.6817847662528045,1978.0,2005,2,0,5,2,90.0,2,3,2,2,3,1,4,646.0,5,0,3.842499186727305,5.4216141507857225,5,4,1,2,0.0,0,5.4216141507857225,1,0,1,0,3,1,1,6,0,5,1978.0,1,1,3,2,0.0,0.0,0,0,0,0,1,2,0,1.6265915283192642,2009,5,3,136500
595,20,3,2.8821172772807144,10.310717724775516,1,1,2,0,3,3,1,4,5,1.6817847662528045,1.4953594885511643,2005.0,2006,2,0,5,2,238.0,2,4,5,3,3,4,6,1422.0,5,0,4.4496067241948465,6.526185716021264,5,4,1,2,0.0,0,6.536948829538134,1,0,2,0,3,1,2,6,1,5,2005.0,3,3,3,2,180.0,75.0,0,0,120,0,4,2,0,1.6817847662528045,2006,7,5,319000
61,75,1,2.7831636674834628,9.21155795726217,0,1,2,0,3,3,1,4,3,1.4953594885511643,1.6265915283192642,1920.0,1996,2,0,1,1,0.0,1,4,1,2,2,1,5,0.0,5,0,4.798093371329909,4.798093371329909,5,2,0,2,530.0,0,5.773361239347492,0,0,1,0,3,1,0,6,0,2,1935.0,1,1,3,0,0.0,0.0,144,0,0,0,4,2,0,1.3160927019021114,2007,5,3,101000
1227,20,3,2.9129538273031383,9.705220244796097,0,1,0,0,2,3,1,4,5,1.4953594885511643,1.6817847662528045,1965.0,2008,2,0,5,2,300.0,1,4,2,2,3,1,4,595.0,5,0,4.219537889390259,5.495388976223611,5,4,1,2,0.0,0,5.495388976223611,1,0,1,0,2,1,2,6,0,2,1992.0,1,2,3,2,0.0,240.0,0,0,0,0,4,2,0,1.861209284309532,2008,5,3,147000
272,60,3,3.097046980592965,10.414509109890874,1,1,4,0,3,3,1,4,6,1.6817847662528045,1.6265915283192642,1999.0,2007,2,0,5,2,348.0,2,4,5,3,3,1,6,524.0,5,0,5.00598641628201,5.8258990722462745,5,4,1,2,1106.0,0,6.902499547265469,0,0,2,1,4,1,2,6,1,5,1999.0,3,3,3,2,132.0,57.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,290000
1176,20,3,2.4663333108077667,9.130865238300256,1,1,4,0,3,3,1,4,5,1.4953594885511643,1.4953594885511643,1984.0,1985,2,0,2,1,0.0,1,4,2,2,3,1,4,658.0,5,0,3.842499186727305,5.44034006290048,5,2,1,2,0.0,0,5.5118871541424,1,0,1,0,3,1,1,6,0,5,1984.0,1,1,3,2,362.0,0.0,0,0,0,0,2,2,0,1.7782856913330884,2008,5,3,119500
872,20,3,2.932967780252623,9.710684836817636,0,1,0,0,2,3,1,4,5,1.4953594885511643,1.6265915283192642,1953.0,1996,2,0,4,1,0.0,2,4,3,2,3,3,5,0.0,5,0,3.2010935631436954,3.2010935631436954,5,3,1,2,0.0,0,5.492376534798028,0,0,1,0,3,1,2,6,0,5,1953.0,1,2,3,2,196.0,0.0,150,0,0,0,1,2,0,1.7782856913330884,2008,5,3,116000
1090,90,3,2.7831636674834628,9.614249840731203,0,1,0,0,2,3,1,1,5,1.3160927019021114,1.4142135623730951,1950.0,1950,2,0,4,1,0.0,1,4,0,0,1,0,0,0.0,0,0,0.0,0.0,2,1,0,1,0.0,0,5.678820300027112,0,0,2,0,2,2,1,6,0,2,1987.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,3,92900
1370,50,3,3.0800649343804425,8.572321739178951,0,1,0,0,1,0,1,4,2,1.4142135623730951,1.5650878569588351,1920.0,1950,2,0,4,1,0.0,0,4,5,2,3,1,4,315.0,3,105,4.527018886640524,5.383567590362362,5,4,1,2,534.0,0,6.088308467875129,0,0,1,0,2,1,1,6,0,2,1967.0,3,1,3,2,0.0,0.0,198,0,0,0,4,2,0,1.7782856913330884,2009,5,3,105000
278,20,3,3.216224494652076,10.963950018127589,0,1,2,0,8,3,1,4,5,1.7320508075688772,1.4953594885511643,2006.0,2007,2,0,4,2,315.0,3,4,5,4,3,4,5,0.0,5,0,6.786331851597002,6.786331851597002,5,4,1,2,0.0,0,6.786331851597002,0,0,2,1,3,1,3,6,1,5,2007.0,3,3,3,2,124.0,98.0,0,0,142,0,4,2,0,1.4953594885511643,2007,7,5,415298
1128,60,3,2.7714797491592824,10.421583372981283,1,1,2,0,5,3,1,4,6,1.6265915283192642,1.4953594885511643,2004.0,2005,2,0,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,5.394747445432455,5.394747445432455,5,4,1,2,1112.0,0,6.6528640449057725,0,0,2,1,4,1,2,6,1,6,2004.0,3,2,3,2,100.0,48.0,0,0,0,0,4,2,0,1.6265915283192642,2007,5,3,215000
694,50,1,2.672339798753145,8.844795079593423,0,1,0,0,3,3,1,4,2,1.4953594885511643,1.5650878569588351,1936.0,1950,2,0,0,1,0.0,1,1,1,2,3,1,5,0.0,5,0,5.517852843271557,5.517852843271557,5,2,1,2,472.0,0,6.263393648813716,0,0,1,1,3,1,1,6,0,2,1995.0,1,2,3,2,112.0,0.0,0,0,0,0,2,2,0,1.4142135623730951,2009,5,3,141500
368,20,3,2.9718344503016985,9.39774441022951,0,1,2,0,2,3,1,4,5,1.4953594885511643,1.5650878569588351,1954.0,1954,2,0,2,2,200.0,1,4,5,2,3,1,2,540.0,5,0,5.194371954336732,5.967327710122849,5,3,1,2,0.0,0,5.967327710122849,0,0,1,0,2,1,1,6,1,5,1954.0,3,1,3,2,0.0,98.0,0,0,0,0,4,2,0,1.3160927019021114,2010,5,3,132000
1345,30,1,2.6591540008055192,8.801119247004895,0,1,2,0,1,3,1,4,5,1.4142135623730951,1.4142135623730951,1920.0,1950,4,0,1,1,0.0,1,4,5,2,3,1,4,250.0,5,0,5.161956993234252,5.566318352376191,5,3,1,1,0.0,0,5.566318352376191,0,0,1,0,2,1,0,6,0,2,1997.0,1,1,3,2,0.0,0.0,168,0,0,0,4,2,0,1.6265915283192642,2007,5,3,108500
36,20,3,3.2531523173684938,10.208158501904247,0,1,0,0,6,3,1,4,5,1.4953594885511643,1.4953594885511643,1994.0,1995,2,0,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.7550847083253265,5.7550847083253265,5,4,1,2,0.0,0,5.7550847083253265,0,0,1,1,3,1,1,6,0,5,1995.0,1,2,3,2,392.0,64.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,3,145000
735,75,1,2.7831636674834628,10.194263092543766,0,1,2,0,1,3,1,4,3,1.6265915283192642,1.6265915283192642,1914.0,1970,2,0,0,1,0.0,1,4,1,3,3,2,3,390.0,5,0,4.704880444814724,5.446540186209957,4,1,0,2,888.0,0,6.484412078207245,0,0,1,1,2,1,1,6,2,2,1914.0,1,2,3,0,0.0,295.0,0,0,0,0,4,2,0,1.7782856913330884,2006,5,3,163000
1411,50,3,2.990702258667686,9.898464527390097,0,1,2,0,2,3,1,4,2,1.5650878569588351,1.6817847662528045,1950.0,2005,2,0,5,1,0.0,1,3,2,2,3,1,1,120.0,5,0,5.208579460851107,5.409020243999832,5,4,1,2,556.0,0,6.390712010410107,0,0,1,1,3,1,1,2,0,5,1950.0,1,1,3,2,0.0,0.0,0,0,0,0,2,2,0,1.7320508075688772,2009,5,3,140000
662,20,3,3.3097582993324446,10.791079649414142,0,1,0,0,2,3,1,4,5,1.5650878569588351,1.3160927019021114,1968.0,1968,4,0,0,2,216.0,1,4,2,1,2,1,5,0.0,5,0,6.108150292846436,6.108150292846436,5,3,1,2,0.0,0,6.108150292846436,1,0,1,0,2,1,1,0,2,5,1968.0,2,2,3,2,0.0,0.0,240,0,0,0,4,2,0,1.6265915283192642,2009,5,3,110000
1285,50,1,2.6591540008055192,8.801119247004895,0,1,2,0,3,3,1,4,2,1.5650878569588351,1.5650878569588351,1939.0,1950,2,0,1,1,0.0,1,1,2,2,3,1,5,0.0,5,0,5.28474218860296,5.28474218860296,5,4,1,0,587.0,0,6.129975530130607,0,0,1,0,4,1,1,6,1,2,1939.0,1,1,3,2,45.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2009,5,3,132500
1316,20,3,2.7946735050806923,10.056028042920326,1,1,2,0,6,3,1,4,5,1.6817847662528045,1.4953594885511643,2008.0,2008,2,0,5,4,270.0,2,4,5,4,3,4,5,0.0,5,0,6.3461878320768275,6.3461878320768275,5,4,1,2,0.0,0,6.353998740950457,1,0,2,0,3,1,3,6,1,5,2008.0,2,3,3,2,172.0,42.0,0,0,0,0,4,2,0,1.0,2009,5,3,295493
977,120,4,2.432303435017926,8.085530285639898,1,1,2,0,7,3,1,3,5,1.6265915283192642,1.4953594885511643,2006.0,2007,2,0,5,3,0.0,2,4,5,3,3,1,6,1106.0,5,0,3.408665427993777,5.9353011718024895,5,4,1,2,0.0,0,5.9353011718024895,1,0,1,1,1,1,2,6,0,5,2007.0,3,2,3,2,0.0,116.0,0,0,0,0,4,2,0,1.8211534806270449,2007,7,5,199900
547,85,3,2.7108116865617937,9.225600251474157,0,1,2,0,3,3,1,4,1,1.4953594885511643,1.6265915283192642,1970.0,1970,2,0,5,1,0.0,1,3,2,3,3,3,4,619.0,5,0,3.4937944988221616,5.2642948245705234,5,4,1,2,0.0,0,5.2642948245705234,1,0,1,0,2,1,1,6,0,2,1987.0,1,2,3,2,104.0,0.0,0,0,0,0,4,2,0,1.4142135623730951,2007,5,3,129500
1161,20,3,2.8925075626521703,11.025642838401758,1,2,4,0,3,8,1,4,5,1.5650878569588351,1.6265915283192642,1954.0,2006,4,0,2,2,72.0,2,4,2,2,3,1,1,728.0,5,0,4.8818848818873235,6.0,5,4,1,2,0.0,0,6.363717467015643,1,0,1,0,3,1,2,6,1,2,1993.0,1,2,3,2,108.0,0.0,0,216,0,0,4,2,0,1.8211534806270449,2008,5,3,224000
688,20,3,2.7831636674834628,9.483612181020481,0,3,2,0,3,3,1,4,5,1.6817847662528045,1.5650878569588351,2007.0,2007,2,0,1,2,0.0,2,4,5,3,3,3,6,945.0,5,0,4.665993999138876,6.137556517051392,5,4,1,2,0.0,0,6.137556517051392,1,0,2,0,2,1,2,6,1,5,2007.0,2,2,3,2,140.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2007,7,5,392000
738,90,3,2.7831636674834628,10.194263092543766,0,1,2,0,0,3,1,1,5,1.4953594885511643,1.4953594885511643,1987.0,1988,2,0,3,1,0.0,1,4,2,3,4,4,6,1200.0,5,0,0.0,5.885660540670012,5,2,1,2,0.0,0,5.885660540670012,3,0,3,0,3,1,1,6,0,0,2020.0,0,0,0,2,120.0,0.0,0,0,0,0,4,2,0,1.3160927019021114,2009,5,4,179000
191,60,3,2.8925075626521703,9.29734908455093,1,1,4,0,2,3,1,4,6,1.6265915283192642,1.7320508075688772,1972.0,2004,2,0,2,2,138.0,1,4,2,2,3,1,4,626.0,5,0,3.1543462080120497,5.189007612251113,5,3,1,2,754.0,0,6.201435317730888,1,0,1,1,4,1,2,6,0,5,1972.0,3,2,3,2,0.0,32.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,184000
919,20,3,3.0540792393125624,10.247877829092227,1,1,0,0,2,3,1,4,5,1.5650878569588351,1.6817847662528045,1958.0,2002,4,0,1,1,0.0,3,4,2,3,3,1,4,528.0,1,411,3.956324051439669,5.8659440842885635,5,4,1,2,0.0,0,6.132144812380086,1,0,1,0,3,1,1,3,1,5,1990.0,1,2,3,2,0.0,51.0,0,0,190,0,4,2,0,1.4953594885511643,2008,5,3,176500
456,70,1,2.414746363492448,8.222481377297244,0,1,2,0,1,3,1,4,6,1.4953594885511643,1.4953594885511643,1916.0,1950,2,0,4,1,0.0,1,4,1,2,3,1,5,0.0,5,0,4.99799959983992,4.99799959983992,5,1,0,2,720.0,0,6.054799748959497,0,0,1,0,4,1,1,6,0,2,1916.0,1,3,1,2,0.0,0.0,96,0,0,0,4,2,0,1.4953594885511643,2008,2,1,98000
868,60,3,2.8925075626521703,11.022658481509804,3,1,0,0,5,2,1,4,6,1.4953594885511643,1.5650878569588351,1948.0,1950,2,0,3,1,0.0,1,4,0,0,1,0,0,0.0,0,0,0.0,0.0,5,3,1,2,720.0,53,6.940201726174824,0,0,2,0,2,1,1,6,1,5,1979.0,1,2,3,1,120.0,144.0,0,0,0,0,4,2,0,1.4953594885511643,2006,5,3,169000
393,30,3,2.8925075626521703,9.289251853620936,0,1,0,0,3,2,1,4,5,1.4142135623730951,1.4953594885511643,1941.0,1950,2,0,4,1,0.0,1,4,2,2,3,1,3,266.0,5,0,4.779884935853582,5.298235555352367,5,2,1,1,0.0,0,5.298235555352367,0,0,1,0,2,1,1,6,2,0,2020.0,0,0,0,2,0.0,0.0,0,0,0,0,1,2,0,1.4142135623730951,2006,5,1,100000
675,160,3,2.213368473616628,6.9168995944715,0,1,2,0,3,3,1,2,6,1.5650878569588351,1.5650878569588351,1978.0,1978,2,0,3,1,0.0,1,4,2,2,3,1,4,311.0,5,0,4.829472020832091,5.407439320047891,5,2,1,2,586.0,0,6.161209296883202,0,0,2,1,3,1,1,6,1,5,1978.0,1,2,3,2,28.0,0.0,0,0,0,0,4,2,0,1.4142135623730951,2009,5,3,148500
760,20,3,2.8925075626521703,9.766980085983587,0,1,2,0,2,3,1,4,5,1.5650878569588351,1.5650878569588351,1959.0,1959,4,0,0,1,0.0,1,4,2,2,3,1,3,612.0,5,0,3.9842816165527255,5.4216141507857225,5,4,1,2,0.0,0,5.4216141507857225,0,0,1,0,2,1,1,6,0,2,2008.0,1,1,5,2,0.0,0.0,0,0,0,0,4,1,450,1.7782856913330884,2009,5,3,127500
1436,20,3,2.7831636674834628,9.740035934225297,0,1,1,0,2,3,1,4,5,1.4142135623730951,1.5650878569588351,1971.0,1971,2,0,2,1,0.0,1,4,5,2,3,1,4,616.0,5,0,3.9683749822817904,5.4216141507857225,5,2,1,2,0.0,0,5.4216141507857225,0,0,1,0,3,1,1,6,0,2,1974.0,1,2,3,2,0.0,0.0,0,0,0,0,1,2,0,1.4953594885511643,2007,5,3,120500
728,90,3,3.036362955906293,10.349946859766963,0,1,0,0,2,3,1,1,5,1.4953594885511643,1.4953594885511643,1958.0,1958,2,0,5,2,95.0,1,4,2,2,3,1,5,0.0,5,0,6.308684490446483,6.308684490446483,5,2,1,2,0.0,0,6.49173320462263,1,0,2,0,4,2,1,6,0,2,1968.0,1,3,3,2,0.0,25.0,0,0,0,0,4,2,0,1.6265915283192642,2009,2,1,110000
419,20,3,2.8394189546454753,9.58769523921156,0,1,2,0,2,3,1,4,5,1.4953594885511643,1.5650878569588351,1968.0,1968,2,0,5,1,0.0,1,4,2,2,3,1,1,775.0,5,0,4.094276492861712,5.7005438337056935,5,4,1,2,0.0,0,5.7005438337056935,1,0,1,0,3,1,1,6,1,5,1968.0,1,1,3,2,0.0,85.0,184,0,0,0,4,2,0,1.6265915283192642,2010,5,3,142000
375,30,3,2.8925075626521703,10.004998750624608,1,2,2,2,0,3,1,4,5,1.0,1.0,1922.0,1950,2,0,0,1,0.0,0,1,1,1,0,4,1,350.0,5,0,4.271802898074768,5.1121717498534816,5,3,0,1,0.0,0,5.483301924935375,1,0,0,1,1,1,0,4,0,0,2020.0,0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,1.3160927019021114,2009,5,3,61000
412,20,4,2.8925075626521703,8.145863981187016,3,1,2,0,7,3,1,4,5,1.6265915283192642,1.4953594885511643,2009.0,2009,2,0,1,4,432.0,3,4,5,4,3,3,6,578.0,5,0,5.465016010955503,6.191978682133846,5,4,1,2,0.0,0,6.200387084690761,1,0,2,1,2,1,2,6,1,5,2009.0,3,2,3,2,0.0,144.0,0,0,0,0,4,2,0,1.5650878569588351,2010,7,5,222000
74,50,1,2.7831636674834628,8.723072853071901,0,1,0,0,1,3,1,4,6,1.3160927019021114,1.5650878569588351,1915.0,1950,0,0,5,1,0.0,2,3,2,1,3,1,5,0.0,5,0,5.383567590362362,5.383567590362362,5,3,0,2,765.0,0,6.329494450586082,0,0,2,0,3,2,1,6,0,2,1915.0,1,1,3,2,0.0,0.0,202,0,0,0,4,2,0,1.4953594885511643,2010,5,3,107400
1366,60,3,2.8716197519866733,9.788110134239398,1,1,2,0,6,3,1,4,6,1.6265915283192642,1.4953594885511643,1999.0,1999,2,0,5,2,158.0,2,4,5,3,3,1,6,633.0,5,0,3.935975101547264,5.435678430518126,5,4,1,2,908.0,0,6.504490756392848,1,0,2,1,3,1,2,6,0,5,1999.0,2,2,3,2,0.0,88.0,0,0,0,0,4,2,0,1.5650878569588351,2008,5,1,193000
1141,60,3,2.8925075626521703,10.075147641598114,1,1,4,0,4,8,1,4,6,1.4953594885511643,1.6265915283192642,1976.0,1976,2,0,3,2,44.0,1,3,2,2,3,1,4,381.0,5,0,4.469339996017309,5.28474218860296,5,4,1,2,780.0,0,6.574222387476713,1,0,2,1,4,1,2,6,1,5,1976.0,1,2,3,2,448.0,96.0,0,0,0,0,4,2,0,1.7782856913330884,2009,5,3,197500
500,160,1,2.140700819825134,6.593489212852327,0,1,2,0,3,3,1,2,6,1.5650878569588351,1.4953594885511643,1973.0,1973,2,0,2,2,285.0,1,4,2,2,3,1,1,356.0,5,0,4.2162068260463705,5.0914634438440185,5,2,1,2,546.0,0,5.907613731448596,0,0,1,1,3,1,1,6,0,2,1973.0,1,1,3,2,144.0,28.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,113000
825,20,3,3.2675832047554656,11.030303712953689,0,1,2,0,8,8,0,4,5,1.7782856913330884,1.4953594885511643,2007.0,2008,4,0,4,2,816.0,3,4,5,4,3,3,6,1636.0,5,0,4.585171752508296,6.751673866531173,5,4,1,2,0.0,0,6.756537574823366,1,0,2,0,2,1,3,6,1,5,2007.0,3,3,3,2,188.0,45.0,0,0,0,0,4,2,0,1.5650878569588351,2008,7,5,385000
195,160,3,2.213368473616628,6.910086830134626,0,1,1,0,3,3,1,2,6,1.5650878569588351,1.5650878569588351,1976.0,1976,2,0,3,1,0.0,1,4,2,3,3,1,4,566.0,5,0,4.123105625617661,5.407439320047891,5,2,1,2,601.0,0,6.177183824365275,0,0,2,1,3,1,1,6,1,5,1976.0,1,2,3,2,87.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,148500
