,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
872,20,191219.46744791663,2.9329720876685177,9.710684933258326,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.626576561697786,1953.0,1996,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,230358.9235474006,184761.9463243874,178595.8,142223.52927400472,184416.5011441648,208313.9862068965,172998.59363957596,0.0,184477.71495877503,0,3.2010858729436795,3.2010858729436795,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,0.0,0,5.492377104496441,0,0,1,0,3,1,212431.68905472642,183480.255506608,0,142483.43254817987,202696.47478260868,1953.0,143573.32425742573,2,187301.235763098,186411.6782122905,196.0,0.0,150,0,0,0,138916.25,181830.58785942488,0,1.7782794100389228,2008,173778.14185228606,116000
1090,90,191219.46744791663,2.783157683713741,9.614247763935085,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,132696.5294117647,178015.57407407407,1.3160740129524924,1.4142135623730951,1950.0,1950,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,146471.11202635913,184761.9463243874,107450.94444444444,104846.68,104846.68,104846.68,104846.68,0.0,104846.68,0,0.0,0.0,93633.33333333331,129273.1081081081,107657.98630136986,125338.91071428572,0.0,0,5.678823028867356,0,0,2,0,2,2,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1987.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2009,173778.14185228606,92900
1370,50,191219.46744791663,3.0800702882410227,8.572321289096399,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,132457.9125,136148.57142857142,181190.67801857585,186037.23464373464,143308.78787878787,1.4142135623730951,1.565084580073287,1920.0,1950,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,95230.0,184761.9463243874,222463.08755760366,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,315.0,163487.16216216216,105,4.5270190558378705,5.383563270955294,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,534.0,0,6.088308959448532,0,0,1,0,2,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1967.0,234427.02916666676,1,187301.235763098,186411.6782122905,0.0,0.0,198,0,0,0,187826.30495552733,181830.58785942488,0,1.7782794100389228,2009,173778.14185228606,105000
278,20,191219.46744791663,3.2162214526970314,10.963947865696602,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,310738.78,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.7320508075688772,1.4953487812212205,2006.0,2007,171923.2621870883,180259.57544224765,193783.81451612906,201362.6993670886,315.0,349302.6176470588,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,249180.9255319149,172998.59363957596,0.0,184477.71495877503,0,6.78633301265697,6.78633301265697,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.78633301265697,0,0,2,1,3,1,325699.4333333333,183480.255506608,1,323417.64705882355,202696.47478260868,2007.0,234427.02916666676,3,187301.235763098,186411.6782122905,124.0,98.0,0,0,142,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2007,271289.0240963855,415298
1128,60,191219.46744791663,2.771488002476036,10.421582982401652,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,199134.64,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.626576561697786,1.4953487812212205,2004.0,2005,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,208313.9862068965,172998.59363957596,0.0,184477.71495877503,0,5.394744147937925,5.394744147937925,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,1112.0,0,6.652863440103174,0,0,2,1,4,1,212431.68905472642,183480.255506608,1,226874.8104838709,251911.1612903225,2004.0,234427.02916666676,2,187301.235763098,186411.6782122905,100.0,48.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2007,173778.14185228606,215000
694,50,127539.625,2.6723451177837885,8.844796711198725,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,143308.78787878787,1.4953487812212205,1.565084580073287,1936.0,1950,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,109179.23809523806,136109.71,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.5178505502846535,5.5178505502846535,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,472.0,0,6.263392889789532,0,0,1,1,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1995.0,143573.32425742573,2,187301.235763098,186411.6782122905,112.0,0.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.4142135623730951,2009,173778.14185228606,141500
368,20,191219.46744791663,2.971827866200841,9.397744871152783,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.565084580073287,1954.0,1954,171923.2621870883,180259.57544224765,159823.78523489932,201362.6993670886,200.0,146471.11202635913,184761.9463243874,222463.08755760366,142223.52927400472,184416.5011441648,166000.2738654147,150640.38461538462,540.0,184477.71495877503,0,5.194369560058668,5.9673266736060055,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,0.0,0,5.9673266736060055,0,0,1,0,2,1,141800.96090534976,183480.255506608,1,226874.8104838709,202696.47478260868,1954.0,234427.02916666676,1,187301.235763098,186411.6782122905,0.0,98.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.3160740129524924,2010,173778.14185228606,132000
1345,30,127539.625,2.6591479484724942,8.801117367933934,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,132457.9125,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4142135623730951,1.4142135623730951,1920.0,1950,216729.317948718,180259.57544224765,151124.32413793102,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.08755760366,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,250.0,184477.71495877503,0,5.161959433097906,5.566315367427482,182096.16666666663,155937.13664596275,186966.7281767956,125338.91071428572,0.0,0,5.566315367427482,0,0,1,0,2,1,106971.66666666669,183480.255506608,0,142483.43254817987,136812.6679245283,1997.0,143573.32425742573,1,187301.235763098,186411.6782122905,0.0,0.0,168,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2007,173778.14185228606,108500
36,20,191219.46744791663,3.253153123395572,10.208159761062046,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.4953487812212205,1994.0,1995,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.7550838676215985,5.7550838676215985,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.7550838676215985,0,0,1,1,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,202696.47478260868,1995.0,143573.32425742573,2,187301.235763098,186411.6782122905,392.0,64.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2009,173778.14185228606,145000
735,75,127539.625,2.783157683713741,10.194265469082735,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,132457.9125,185039.5707491082,181190.67801857585,186037.23464373464,144433.33333333337,1.626576561697786,1.626576561697786,1914.0,1970,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,184761.9463243874,136109.71,203013.7451923077,184416.5011441648,196533.9333333333,150848.0,390.0,184477.71495877503,0,4.704885080549647,5.4465396306630005,174848.5,129273.1081081081,107657.98630136986,186559.38169642852,888.0,0,6.484411467763074,0,0,1,1,2,1,141800.96090534976,183480.255506608,2,205639.79047619048,136812.6679245283,1914.0,143573.32425742573,2,187301.235763098,116039.03225806453,0.0,295.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.7782794100389228,2006,173778.14185228606,163000
1411,50,191219.46744791663,2.9906975624424414,9.898464007679529,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,143308.78787878787,1.565084580073287,1.6817928305074292,1950.0,2005,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,165718.2474226804,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,149709.31372549018,120.0,184477.71495877503,0,5.2085813742804365,5.409018180470056,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,556.0,0,6.390708545484161,0,0,1,1,3,1,141800.96090534976,139556.81818181818,0,142483.43254817987,202696.47478260868,1950.0,143573.32425742573,1,187301.235763098,186411.6782122905,0.0,0.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.7320508075688772,2009,173778.14185228606,140000
662,20,191219.46744791663,3.309750919646873,10.791080252879093,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.3160740129524924,1968.0,1968,216729.317948718,180259.57544224765,144906.38129496406,201362.6993670886,216.0,146471.11202635913,184761.9463243874,151961.42344497607,120212.5,121706.73529411765,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,6.108151619954701,6.108151619954701,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,0.0,0,6.108151619954701,1,0,1,0,2,1,141800.96090534976,92333.33333333331,2,205639.79047619048,202696.47478260868,1968.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,0.0,240,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2009,173778.14185228606,110000
1285,50,127539.625,2.6591479484724942,8.801117367933934,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,143308.78787878787,1.565084580073287,1.565084580073287,1939.0,1950,171923.2621870883,180259.57544224765,151124.32413793102,157185.94086021505,0.0,146471.11202635913,109179.23809523806,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.284740304644863,5.284740304644863,182096.16666666663,214933.6586345381,186966.7281767956,111066.80769230767,587.0,0,6.1299745885372054,0,0,1,0,4,1,141800.96090534976,183480.255506608,1,226874.8104838709,136812.6679245283,1939.0,143573.32425742573,1,187301.235763098,186411.6782122905,45.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2009,173778.14185228606,132500
1316,20,191219.46744791663,2.7946823926712407,10.056027378724503,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.6817928305074292,1.4953487812212205,2008.0,2008,171923.2621870883,180259.57544224765,212076.3323943662,260926.1555555556,270.0,230358.9235474006,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,249180.9255319149,172998.59363957596,0.0,184477.71495877503,0,6.346184769702544,6.346184769702544,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.353995473430296,1,0,2,0,3,1,325699.4333333333,183480.255506608,1,226874.8104838709,202696.47478260868,2008.0,204562.85409252672,3,187301.235763098,186411.6782122905,172.0,42.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.0,2009,173778.14185228606,295493
977,120,214088.1463414634,2.4322992790977875,8.085532543668638,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,221914.11111111112,185039.5707491082,181190.67801857585,184173.47435897434,178015.57407407407,1.626576561697786,1.4953487812212205,2006.0,2007,171923.2621870883,180259.57544224765,212076.3323943662,208200.0,0.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,231865.73591549296,1106.0,184477.71495877503,0,3.408658099402498,5.9353036912711605,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.9353036912711605,1,0,1,1,1,1,212431.68905472642,183480.255506608,0,142483.43254817987,202696.47478260868,2007.0,234427.02916666676,2,187301.235763098,186411.6782122905,0.0,116.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.821160286837872,2007,271289.0240963855,199900
547,85,191219.46744791663,2.7108060108295344,9.225599781250693,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,138493.33333333337,1.4953487812212205,1.626576561697786,1970.0,1970,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,165718.2474226804,151961.42344497607,203013.7451923077,184416.5011441648,208313.9862068965,161142.61744966442,619.0,184477.71495877503,0,3.4937881469450467,5.2642960518099695,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.2642960518099695,1,0,1,0,2,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1987.0,143573.32425742573,2,187301.235763098,186411.6782122905,104.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4142135623730951,2007,173778.14185228606,129500
1161,20,191219.46744791663,2.892507608519078,11.025642726668083,181064.89435897442,201999.27272727274,204725.0,181091.52712384853,223246.9014084507,179568.78741865512,182502.6222826087,221020.83333333328,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.626576561697786,1954.0,2006,216729.317948718,180259.57544224765,159823.78523489932,201362.6993670886,72.0,230358.9235474006,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,149709.31372549018,728.0,184477.71495877503,0,4.881879819867135,6.0,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.3637185247803965,1,0,1,0,3,1,212431.68905472642,183480.255506608,1,226874.8104838709,136812.6679245283,1993.0,143573.32425742573,2,187301.235763098,186411.6782122905,108.0,0.0,0,216,0,0,187826.30495552733,181830.58785942488,0,1.821160286837872,2008,173778.14185228606,224000
688,20,191219.46744791663,2.783157683713741,9.48361050060522,181064.89435897442,166452.7032786885,256244.8620689655,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.6817928305074292,1.565084580073287,2007.0,2007,171923.2621870883,180259.57544224765,151124.32413793102,201362.6993670886,0.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,208313.9862068965,231865.73591549296,945.0,184477.71495877503,0,4.665998398743536,6.137557853387187,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.137557853387187,1,0,2,0,2,1,212431.68905472642,183480.255506608,1,226874.8104838709,202696.47478260868,2007.0,204562.85409252672,2,187301.235763098,186411.6782122905,140.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.7782794100389228,2007,271289.0240963855,392000
738,90,191219.46744791663,2.783157683713741,10.194265469082735,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,130500.93333333332,185039.5707491082,181190.67801857585,132696.5294117647,178015.57407407407,1.4953487812212205,1.4953487812212205,1987.0,1988,171923.2621870883,180259.57544224765,179982.92424242425,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,203013.7451923077,205993.27272727274,249180.9255319149,231865.73591549296,1200.0,184477.71495877503,0,0.0,5.885661912765424,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,5.885661912765424,3,0,3,0,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,100295.28301886794,2020.0,100295.28301886794,0,100295.28301886794,186411.6782122905,120.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.3160740129524924,2009,173778.14185228606,179000
191,60,191219.46744791663,2.892507608519078,9.297350759216156,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,223246.9014084507,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.626576561697786,1.7320508075688772,1972.0,2004,171923.2621870883,180259.57544224765,159823.78523489932,201362.6993670886,138.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,626.0,184477.71495877503,0,3.1543421455299043,5.189009928268833,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,754.0,0,6.2014328220225705,1,0,1,1,4,1,212431.68905472642,183480.255506608,0,142483.43254817987,202696.47478260868,1972.0,234427.02916666676,2,187301.235763098,186411.6782122905,0.0,32.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2007,173778.14185228606,184000
919,20,191219.46744791663,3.0540758099773515,10.247880068174382,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.6817928305074292,1958.0,2002,216729.317948718,180259.57544224765,151124.32413793102,157185.94086021505,0.0,349302.6176470588,184761.9463243874,151961.42344497607,203013.7451923077,184416.5011441648,166000.2738654147,161142.61744966442,528.0,160456.66666666663,411,3.9563209984148817,5.865944175337035,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.132144107400472,1,0,1,0,3,1,141800.96090534976,149606.25,1,205639.79047619048,202696.47478260868,1990.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,51.0,0,0,190,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2008,173778.14185228606,176500
456,70,127539.625,2.414736402766418,8.222479612351828,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,132457.9125,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.4953487812212205,1.4953487812212205,1916.0,1950,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,146471.11202635913,184761.9463243874,136109.71,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,4.997998798878767,4.997998798878767,182096.16666666663,129273.1081081081,107657.98630136986,186559.38169642852,720.0,0,6.054800208070183,0,0,1,0,4,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1916.0,143573.32425742573,3,125502.71875,186411.6782122905,0.0,0.0,96,0,0,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2008,138855.76923076922,98000
868,60,191219.46744791663,2.892507608519078,11.022657174613563,181064.89435897442,235442.9333333333,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,199134.64,141937.92727272728,181190.67801857585,186037.23464373464,205302.8151815181,1.4953487812212205,1.565084580073287,1948.0,1950,171923.2621870883,180259.57544224765,179982.92424242425,157185.94086021505,0.0,146471.11202635913,184761.9463243874,107450.94444444444,104846.68,104846.68,104846.68,104846.68,0.0,104846.68,0,0.0,0.0,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,720.0,53,6.940200163912362,0,0,2,0,2,1,141800.96090534976,183480.255506608,1,205639.79047619048,202696.47478260868,1979.0,143573.32425742573,2,187301.235763098,144335.7142857143,120.0,144.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2006,173778.14185228606,169000
393,30,191219.46744791663,2.892507608519078,9.289252285260558,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,182502.6222826087,141937.92727272728,181190.67801857585,186037.23464373464,178015.57407407407,1.4142135623730951,1.4953487812212205,1941.0,1950,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,150848.0,266.0,184477.71495877503,0,4.779886956570388,5.298239112689838,182096.16666666663,142530.16370106762,186966.7281767956,125338.91071428572,0.0,0,5.298239112689838,0,0,1,0,2,1,141800.96090534976,183480.255506608,2,205639.79047619048,100295.28301886794,2020.0,100295.28301886794,0,100295.28301886794,186411.6782122905,0.0,0.0,0,0,0,0,138916.25,181830.58785942488,0,1.4142135623730951,2006,173778.14185228606,100000
675,160,191219.46744791663,2.213363839400643,6.91689922260132,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,132820.6896551724,205302.8151815181,1.565084580073287,1.565084580073287,1978.0,1978,171923.2621870883,180259.57544224765,179982.92424242425,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,311.0,184477.71495877503,0,4.829472805532836,5.407437751322422,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,586.0,0,6.161209766937383,0,0,2,1,3,1,141800.96090534976,183480.255506608,1,205639.79047619048,202696.47478260868,1978.0,143573.32425742573,2,187301.235763098,186411.6782122905,28.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4142135623730951,2009,173778.14185228606,148500
760,20,191219.46744791663,2.892507608519078,9.766981117095217,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.565084580073287,1959.0,1959,216729.317948718,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,150848.0,612.0,184477.71495877503,0,3.984282603730256,5.421612021659068,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.421612021659068,0,0,1,0,2,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,2008.0,143573.32425742573,1,241000.0,186411.6782122905,0.0,0.0,0,0,0,0,187826.30495552733,161944.44444444447,450,1.7782794100389228,2009,173778.14185228606,127500
1436,20,191219.46744791663,2.783157683713741,9.740037464252966,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178756.61764705885,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4142135623730951,1.565084580073287,1971.0,1971,171923.2621870883,180259.57544224765,159823.78523489932,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.08755760366,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,616.0,184477.71495877503,0,3.9683769664717614,5.421612021659068,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,5.421612021659068,0,0,1,0,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1974.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,0.0,0,0,0,0,138916.25,181830.58785942488,0,1.4953487812212205,2007,173778.14185228606,120500
728,90,191219.46744791663,3.0363702767108114,10.34994813649531,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,132696.5294117647,178015.57407407407,1.4953487812212205,1.4953487812212205,1958.0,1958,171923.2621870883,180259.57544224765,212076.3323943662,201362.6993670886,95.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,6.308684291059809,6.308684291059809,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,6.4917343608169125,1,0,2,0,4,2,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1968.0,143573.32425742573,3,187301.235763098,186411.6782122905,0.0,25.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2009,138855.76923076922,110000
419,20,191219.46744791663,2.8394115144336776,9.587694277262452,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.565084580073287,1968.0,1968,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,149709.31372549018,775.0,184477.71495877503,0,4.0942709502718815,5.7005397655435965,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.7005397655435965,1,0,1,0,3,1,141800.96090534976,183480.255506608,1,164561.36363636365,202696.47478260868,1968.0,143573.32425742573,1,187301.235763098,186411.6782122905,0.0,85.0,184,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2010,173778.14185228606,142000
375,30,191219.46744791663,2.892507608519078,10.004996254368994,181064.89435897442,201999.27272727274,204725.0,181091.52712384853,178819.05726872245,225438.8888888889,130500.93333333332,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.0,1.0,1922.0,1950,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,95230.0,109179.23809523806,136109.71,120212.5,61000.0,249180.9255319149,149709.31372549018,350.0,184477.71495877503,0,4.271801445630948,5.1121686876260215,182096.16666666663,155937.13664596275,107657.98630136986,125338.91071428572,0.0,0,5.4833012644524475,1,0,0,1,1,1,106971.66666666669,155738.88888888888,0,142483.43254817987,100295.28301886794,2020.0,100295.28301886794,0,100295.28301886794,186411.6782122905,0.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.3160740129524924,2009,173778.14185228606,61000
